GBAC,Year,Country,Host,Serotype,Topotype,Lineage,pool
JX869185/GBR/cattle/1968/O/EURO-SA/Unknown,1968,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869184/GBR/cattle/1968/O/EURO-SA/Unknown,1968,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869183/GBR/cattle/1968/O/EURO-SA/Unknown,1968,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869182/GBR/cattle/1968/O/EURO-SA/Unknown,1968,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869181/GBR/cattle/1967/O/EURO-SA/Unknown,1967,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869180/GBR/cattle/1967/O/EURO-SA/Unknown,1967,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869179/GBR/cattle/1967/O/EURO-SA/Unknown,1967,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869178/GBR/cattle/1967/O/EURO-SA/Unknown,1967,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
JX869177/GBR/cattle/1967/O/EURO-SA/Unknown,1967,GBR,cattle,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
KJ754939/BGD/cattle/2013/A/ASIA/Unknown,2013,BGD,cattle,A,ASIA,,Pool2
KF985189/BGD/cattle/2013/O/ME-SA/Unknown,2013,BGD,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2
KC588943/KOR/cattle/2010/A/ASIA/Sea-97,2010,KOR,cattle,A,ASIA,Sea-97,Pool1
KF694746/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694744/KOR/cow/2002/O/ME-SA/PanAsia,2002,KOR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694743/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694742/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694738/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694737/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF694735/KOR/pig/2002/O/ME-SA/PanAsia,2002,KOR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
KF112889/HKG/pig/2010/O/SEA/Unknown,2010,HKG,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
KF112888/KOR/cattle/2011/O/SEA/Unknown,2011,KOR,cattle,O,SOUTHEAST-ASIA-SEA,,Pool1
KF112887/KOR/pig/2010/O/SEA/Unknown,2010,KOR,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
KF112886/KOR/cattle/2010/O/SEA/Unknown,2010,KOR,cattle,O,SOUTHEAST-ASIA-SEA,,Pool1
KF112885/JPN/cattle/2010/O/SEA/Unknown,2010,JPN,cattle,O,SOUTHEAST-ASIA-SEA,,
KF112884/RUS/cattle/2010/O/SEA/Mya-98,2010,RUS,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1/Pool3
KF112883/RUS/pig/2010/O/SEA/Unknown,2010,RUS,pig,O,SOUTHEAST-ASIA-SEA,,Pool1/Pool3
KF112882/MNG/cattle/2010/O/SEA/Mya-98,2010,MNG,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
KF112881/MNG/cattle/2010/O/SEA/Mya-98,2010,MNG,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
KF112880/MMR/cattle/2009/O/SEA/Unknown,2009,MMR,cattle,O,SOUTHEAST-ASIA-SEA,,Pool1
KF112879/THA/pig/2009/O/SEA/Unknown,2009,THA,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
JX040501/ISR/cattle/2011/O/ME-SA/PanAsia-2,2011,ISR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040500/TUR/cattle/2011/O/ME-SA/PanAsia-2,2011,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040499/TUR/cattle/2011/O/ME-SA/PanAsia-2,2011,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040498/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040497/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040496/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040495/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040494/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040493/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040492/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040491/TUR/cattle/2010/O/ME-SA/PanAsia-2,2010,TUR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
JX040490/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX040489/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX040487/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX040486/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX040485/BGR/pig/2010/O/ME-SA/PanAsia-2,2010,BGR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX066665/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX066664/BGR/cattle/2011/O/ME-SA/PanAsia-2,2011,BGR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,
JX014256/PSE/cattle/2012/SAT2/VII/Unknown,2012,PSE,cattle,SAT2,VII,,Pool3
JX014255/EGY/Unknown/2012/SAT2/VII/Unknown,2012,EGY,,SAT2,VII,,Pool3/Pool4
JN998086/CHN/cattle/2010/O/SEA/Unknown,2010,CHN,cattle,O,SOUTHEAST-ASIA-SEA,,Pool1
JN998085/CHN/pig/2010/O/SEA/Unknown,2010,CHN,pig,O,SOUTHEAST-ASIA-SEA,,Pool1
JN006722/PAK/Unknown/2008/A/ASIA/Iran-05,2008,PAK,,A,ASIA,Iran-05,Pool3
JN006720/PAK/Unknown/2009/Asia1/ASIA/Unknown,2009,PAK,,Asia1,ASIA,,Pool3
JN006719/PAK/Unknown/2008/Asia1/ASIA/Unknown,2008,PAK,,Asia1,ASIA,,Pool3
HQ631363/CHN/pig/2006/Asia1/ASIA/Unknown,2006,CHN,pig,Asia1,ASIA,,Pool1
HQ632774/MYS/cattle/1999/Asia1/ASIA/Unknown,1999,MYS,cattle,Asia1,ASIA,,Pool1
HQ632773/MYS/cattle/2007/A/ASIA/Sea-97,2007,MYS,cattle,A,ASIA,Sea-97,Pool1
HQ632772/MYS/cattle/2007/O/SEA/Mya-98,2007,MYS,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
HQ632771/MYS/pig/2005/O/CATHAY/Unknown,2005,MYS,pig,O,CATHAY,,Pool1
HQ632770/MYS/cattle/2004/O/ME-SA/PanAsia-2,2004,MYS,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool1
HQ632769/MYS/cattle/2001/O/SEA/Cam-94,2001,MYS,cattle,O,SOUTHEAST-ASIA-SEA,Cam-94,Pool1
HQ632768/MYS/pig/2000/O/ME-SA/PanAsia,2000,MYS,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
GU582116/VNM/Unknown/2009/O/SEA/Mya-98,2009,VNM,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
GU582115/VNM/Unknown/2009/O/SEA/Mya-98,2009,VNM,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
FJ906802/CHN/pig/2006/Asia1/ASIA/Unknown,2006,CHN,pig,Asia1,ASIA,,Pool1
GQ406252/VNM/buffalo/2009/A/ASIA/Sea-97,2009,VNM,buffalo,A,ASIA,Sea-97,Pool1
GQ406251/VNM/pig/2009/A/ASIA/Sea-97,2009,VNM,pig,A,ASIA,Sea-97,Pool1
GQ406250/VNM/cattle/2009/A/ASIA/Sea-97,2009,VNM,cattle,A,ASIA,Sea-97,Pool1
GQ406249/VNM/cattle/2009/A/ASIA/Sea-97,2009,VNM,cattle,A,ASIA,Sea-97,Pool1
GQ406248/VNM/cattle/2009/A/ASIA/Sea-97,2009,VNM,cattle,A,ASIA,Sea-97,Pool1
GQ406247/VNM/cattle/2009/A/ASIA/Sea-97,2009,VNM,cattle,A,ASIA,Sea-97,Pool1
HQ113233/AFG/cow/2009/Asia1/ASIA/Unknown,2009,AFG,cow,Asia1,ASIA,,Pool3
HQ113232/PAK/cow/2009/O/ME-SA/PanAsia-2,2009,PAK,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3
HM067706/UGA/african-buffalo/2007/SAT1/IV-EA-1/Unknown,2007,UGA,african-buffalo,SAT1,IV-EAST-AFRICA1-EA-1,,Pool4
HM067705/UGA/african-buffalo/2007/SAT2/X/Unknown,2007,UGA,african-buffalo,SAT2,X,,Pool4
HM067704/UGA/african-buffalo/2007/SAT2/X/Unknown,2007,UGA,african-buffalo,SAT2,X,,Pool4
GQ452295/VNM/cattle/2007/Asia1/ASIA/Unknown,2007,VNM,cattle,Asia1,ASIA,,Pool1
HM191257/UGA/cow/2006/O/EA-2/Unknown,2006,UGA,cow,O,EAST-AFRICA-2-EA-2,,Pool4
GU125650/VNM/cattle/2006/O/SEA/Mya-98,2006,VNM,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
GU125649/VNM/cattle/2006/O/SEA/Mya-98,2006,VNM,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
GU125648/VNM/buffalo/2006/O/SEA/Mya-98,2006,VNM,buffalo,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
GU125647/VNM/cattle/2006/O/SEA/Mya-98,2006,VNM,cattle,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1
GU125646/VNM/buffalo/2005/Asia1/ASIA/Unknown,2005,VNM,buffalo,Asia1,ASIA,,Pool1
GU125645/VNM/cattle/2007/Asia1/ASIA/Unknown,2007,VNM,cattle,Asia1,ASIA,,Pool1
HM055510/VNM/Unknown/2009/O/SEA/Unknown,2009,VNM,,O,SOUTHEAST-ASIA-SEA,,Pool1
FJ542372/GBR/cattle/2001/O/ME-SA/PanAsia,2001,GBR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
FJ542371/GBR/cattle/2001/O/ME-SA/PanAsia,2001,GBR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
FJ542370/GBR/cattle/2001/O/ME-SA/PanAsia,2001,GBR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EU214601/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
EF614457/KOR/cattle/2002/O/ME-SA/PanAsia,2002,KOR,cattle,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
EF494488/PAK/cattle/2006/A/ASIA/Iran-05,2006,PAK,cattle,A,ASIA,Iran-05,Pool3
EF494487/PAK/cattle/2006/A/ASIA/Iran-05,2006,PAK,cattle,A,ASIA,Iran-05,Pool3
DQ989323/IND/cattle/2002/Asia1/ASIA/Unknown,2002,IND,cattle,Asia1,ASIA,,Pool2
DQ989322/IND/cattle/2002/Asia1/ASIA/Unknown,2002,IND,cattle,Asia1,ASIA,,Pool2
DQ989321/IND/cattle/2001/Asia1/ASIA/Unknown,2001,IND,cattle,Asia1,ASIA,,Pool2
DQ989320/IND/cattle/2002/Asia1/ASIA/Unknown,2002,IND,cattle,Asia1,ASIA,,Pool2
DQ989319/IND/cattle/2001/Asia1/ASIA/Unknown,2001,IND,cattle,Asia1,ASIA,,Pool2
DQ989318/IND/cattle/2002/Asia1/ASIA/Unknown,2002,IND,cattle,Asia1,ASIA,,Pool2
DQ989317/IND/buffalo/2000/Asia1/ASIA/Unknown,2000,IND,buffalo,Asia1,ASIA,,Pool2
DQ989315/IND/cattle/1993/Asia1/ASIA/Unknown,1993,IND,cattle,Asia1,ASIA,,Pool2
DQ989314/IND/cattle/2001/Asia1/ASIA/Unknown,2001,IND,cattle,Asia1,ASIA,,Pool2
DQ989313/IND/buffalo/1986/Asia1/ASIA/Unknown,1986,IND,buffalo,Asia1,ASIA,,Pool2
DQ989312/IND/sheep/1990/Asia1/ASIA/Unknown,1990,IND,sheep,Asia1,ASIA,,Pool2
DQ989311/IND/buffalo/2002/Asia1/ASIA/Unknown,2002,IND,buffalo,Asia1,ASIA,,Pool2
DQ989310/IND/cattle/1999/Asia1/ASIA/Unknown,1999,IND,cattle,Asia1,ASIA,,Pool2
DQ989309/IND/cattle/1996/Asia1/ASIA/Unknown,1996,IND,cattle,Asia1,ASIA,,Pool2
DQ989308/IND/cattle/1994/Asia1/ASIA/Unknown,1994,IND,cattle,Asia1,ASIA,,Pool2
DQ989307/IND/cattle/1992/Asia1/ASIA/Unknown,1992,IND,cattle,Asia1,ASIA,,Pool2
DQ989306/IND/cattle/1986/Asia1/ASIA/Unknown,1986,IND,cattle,Asia1,ASIA,,Pool2
DQ989305/IND/cattle/1990/Asia1/ASIA/Unknown,1990,IND,cattle,Asia1,ASIA,,Pool2
DQ989304/IND/cattle/2000/Asia1/ASIA/Unknown,2000,IND,cattle,Asia1,ASIA,,Pool2
DQ989303/IND/cattle/1993/Asia1/ASIA/Unknown,1993,IND,cattle,Asia1,ASIA,,Pool2
AY593853/BWA/Unknown/1965/SAT3/II-WZ/Unknown,1965,BWA,,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6
AY593852/KEN/Unknown/1960/SAT3/II-WZ/Unknown,1960,KEN,,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool4
AY593851/BWA/Unknown/1961/SAT3/II-WZ/Unknown,1961,BWA,,SAT3,II-WESTERN-ZIMBABWE-WZ,,Pool6
AY593850/ZAF/Unknown/1959/SAT3/I-SEZ/Unknown,1959,ZAF,,SAT3,I-SOUTHEAST-ZIMBABWE-SEZ,,Pool6
AY593849/KEN/Unknown/1960/SAT2/IX/Unknown,1960,KEN,,SAT2,IX,,Pool4
AY593848/Unknown/Unknown/1967/SAT2/I/Unknown,1967,,,SAT2,I,,
AY593847/ZWE/Unknown/1948/SAT2/III/Unknown,1948,ZWE,,SAT2,III,,Pool6
AY593846/ZWE/Unknown/1966/SAT1/ASIA/Unknown,1966,ZWE,,SAT1,ASIA,,Pool6
AY593845/BWA/Unknown/1968/SAT1/III-WZ/Unknown,1968,BWA,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593844/ISR/Unknown/1962/SAT1/VI/Unknown,1962,ISR,,SAT1,VI,,Pool3
AY593843/NAM/Unknown/1940/SAT1/III-WZ/Unknown,1940,NAM,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593842/ZAF/Unknown/1961/SAT1/III-WZ/Unknown,1961,ZAF,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593841/ZWE/Unknown/1958/SAT1/III-WZ/Unknown,1958,ZWE,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593840/NAM/Unknown/1949/SAT1/III-WZ/Unknown,1949,NAM,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593838/BWA/Unknown/1970/SAT1/III-WZ/Unknown,1970,BWA,,SAT1,III-WESTERN-ZIMBABWE-WZ,,Pool6
AY593837/URY/Unknown/1963/O/EURO-SA/Unknown,1963,URY,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593836/GBR/Unknown/2001/O/ME-SA/PanAsia,2001,GBR,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
AY593835/TWN/Unknown/1997/O/CATHAY/Unknown,1997,TWN,,O,CATHAY,,Pool1
AY593834/IRN/Unknown/1966/O/SEA/Unknown,1966,IRN,,O,SOUTHEAST-ASIA-SEA,,Pool3
AY593833/TWN/Unknown/1999/O/CATHAY/Unknown,1999,TWN,,O,CATHAY,,Pool1
AY593830/POL/Unknown/1959/O/EURO-SA/Unknown,1959,POL,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593828/IND/Unknown/1962/O/SEA/Unknown,1962,IND,,O,SOUTHEAST-ASIA-SEA,,Pool2
AY593827/VEN/Unknown/1971/O/EURO-SA/Unknown,1971,VEN,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593826/ITA/Unknown/1947/O/EURO-SA/Unknown,1947,ITA,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593825/ARG/Unknown/1939/O/EURO-SA/Unknown,1939,ARG,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593824/KOR/Unknown/2000/O/ME-SA/PanAsia,2000,KOR,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1
AY593823/TUR/Unknown/1969/O/ME-SA/Unknown,1969,TUR,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool3
AY593821/ARG/Unknown/1967/O/EURO-SA/Unknown,1967,ARG,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593820/ARG/Unknown/1964/O/EURO-SA/Unknown,1964,ARG,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593818/ARG/Unknown/1958/O/EURO-SA/Unknown,1958,ARG,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593817/BEL/Unknown/1973/O/EURO-SA/Unknown,1973,BEL,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593814/ARG/Unknown/1965/O/EURO-SA/Unknown,1965,ARG,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593813/IDN/Unknown/1962/O/ISA-1/Unknown,1962,IDN,,O,INDONESIA-1-ISA-1-1,,
AY593812/PHL/Unknown/1958/O/SEA/Unknown,1958,PHL,,O,SOUTHEAST-ASIA-SEA,,
AY593810/GBR/Unknown/1970/C/V-EA/Unknown,1970,GBR,,C,V-East-Africa-EA,,
AY593803/BRA/Unknown/1979/A/EURO-SA/Unknown,1979,BRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593802/URY/Unknown/2001/A/EURO-SA/Unknown,2001,URY,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593800/LBN/Unknown/1983/Asia1/ASIA/Unknown,1983,LBN,,Asia1,ASIA,,Pool3
AY593796/ISR/Unknown/1963/Asia1/ASIA/Unknown,1963,ISR,,Asia1,ASIA,,Pool3
AY593795/PAK/Unknown/1954/Asia1/ASIA/Unknown,1954,PAK,,Asia1,ASIA,,Pool3
AY593794/COL/Unknown/1985/A/EURO-SA/Unknown,1985,COL,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593793/PHL/Unknown/1975/A/EURO-SA/Unknown,1975,PHL,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593792/ITA/Unknown/1962/A/EURO-SA/Unknown,1962,ITA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593791/IRN/Unknown/1998/A/ASIA/Iran-96,1998,IRN,,A,ASIA,Iran-96,Pool3
AY593789/ARG/Unknown/1961/A/EURO-SA/Unknown,1961,ARG,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593788/BRA/Unknown/1958/A/EURO-SA/Unknown,1958,BRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593782/ARG/Unknown/2000/A/EURO-SA/Unknown,2000,ARG,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593781/DEU/Unknown/1951/A/EURO-SA/Unknown,1951,DEU,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593780/FRA/Unknown/1960/A/EURO-SA/Unknown,1960,FRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593779/DEU/Unknown/1972/A/EURO-SA/Unknown,1972,DEU,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593776/DEU/Unknown/1968/A/EURO-SA/Unknown,1968,DEU,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593775/VEN/Unknown/1970/A/EURO-SA/Unknown,1970,VEN,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593774/ESP/Unknown/1969/A/EURO-SA/Unknown,1969,ESP,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593773/PER/Unknown/1969/A/EURO-SA/Unknown,1969,PER,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593772/TUR/Unknown/1972/A/ASIA/A22,1972,TUR,,A,ASIA,A22,Pool3
AY593771/COL/Unknown/1967/A/EURO-SA/Unknown,1967,COL,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593770/ARG/Unknown/1966/A/EURO-SA/Unknown,1966,ARG,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593769/ARG/Unknown/1959/A/EURO-SA/Unknown,1959,ARG,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593768/BRA/Unknown/1955/A/EURO-SA/Unknown,1955,BRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593767/ARG/Unknown/1965/A/EURO-SA/Unknown,1965,ARG,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593766/KEN/Unknown/1965/A/?'/Unknown,1965,KEN,,A,?',,Pool4
AY593765/TUR/Unknown/1965/A/ASIA/A22,1965,TUR,,A,ASIA,A22,Pool3
AY593764/IRQ/Unknown/1970/A/ASIA/A22,1970,IRQ,,A,ASIA,A22,Pool3
AY593761/KEN/Unknown/1964/A/AFRICA/Unknown,1964,KEN,,A,AFRICA,,Pool4
AY593760/RUS/Unknown/1964/A/EURO-SA/Unknown,1964,RUS,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool1/Pool3
AY593759/DEU/Unknown/1971/A/EURO-SA/Unknown,1971,DEU,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593758/VEN/Unknown/1967/A/EURO-SA/Unknown,1967,VEN,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593757/BRA/Unknown/1967/A/EURO-SA/Unknown,1967,BRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593756/BRA/Unknown/1959/A/EURO-SA/Unknown,1959,BRA,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,Pool7
AY593755/THA/Unknown/1960/A/ASIA/Unknown,1960,THA,,A,ASIA,,Pool1
AY593754/ESP/Unknown/1959/A/EURO-SA/Unknown,1959,ESP,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AY593751/NLD/Unknown/1942/A/EURO-SA/Unknown,1942,NLD,,A,EUROPE-SOUTH-AMERICA-EURO-SA,,
AF511039/CHN/Unknown/1958/O/CATHAY/Unknown,1958,CHN,,O,CATHAY,,Pool1
EF175732/CHN/Unknown/1999/O/CATHAY/Unknown,1999,CHN,,O,CATHAY,,Pool1
DQ404180/GBR/pig/2001/O/ME-SA/PanAsia,2001,GBR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404178/GBR/pig/2001/O/ME-SA/PanAsia,2001,GBR,pig,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404174/IRL/sheep/2001/O/ME-SA/PanAsia,2001,IRL,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404173/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404171/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404169/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404170/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404168/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404167/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404165/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404164/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404163/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404162/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404161/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404160/GBR/cow/2001/O/ME-SA/PanAsia,2001,GBR,cow,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
DQ404158/GBR/sheep/2001/O/ME-SA/PanAsia,2001,GBR,sheep,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,
AY390432/Unknown/Unknown/2005/Asia1/ASIA/Unknown,2005,,,Asia1,ASIA,,
AF026168/TWN/Unknown/1997/O/CATHAY/Unknown,1997,TWN,,O,CATHAY,,Pool1
FJ623456/KAZ/Unknown/1999/A/ASIA/A22,1999,KAZ,,A,ASIA,A22,Pool3
